name,country,overseas,role,batting_style,bowling_style,wicketkeeper,captain,active,aggressive_batter,opener,finisher,death_bowler,spinner,fast_bowler,orange_cap,purple_cap,teams,title_winner,retired
DJ Muthuswami,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,DC,No,Yes
PJ Cummins,Australia,Yes,Bowler,Right-hand,Fast,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,"DC, KKR, SRH",No,No
RG More,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,CSK,No,Yes
SN Thakur,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,"CSK, DC, KKR, LSG, PBKS, RPS",No,No
JC Buttler,England,Yes,Wicketkeeper,Right-hand,None,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,"GT, MI, RR",No,No
CR Brathwaite,West Indies,Yes,All-Rounder,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"DC, KKR, SRH",No,Yes
MP Stoinis,Australia,Yes,All-Rounder,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"DC, LSG, PBKS, RCB",No,No
Ishan Kishan,India,No,Wicketkeeper,Left-hand,None,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,"GL, MI, SRH",No,No
C Munro,New Zealand,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,"DC, KKR",No,Yes
P Sahu,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,PBKS,No,Yes
KH Pandya,India,No,Bowler,Left-hand,Medium Pace,No,No,Yes,No,No,Yes,No,No,Yes,No,No,"LSG, MI, RCB",No,No
AD Nath,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,"GL, PBKS, RCB",No,Yes
MJ Guptill,New Zealand,Yes,Batter,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,"MI, PBKS, SRH",No,Yes
KJ Abbott,South Africa,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,PBKS,No,Yes
TM Head,Australia,Yes,Batter,Right-hand,Medium Pace,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,"RCB, SRH",No,No
M Ashwin,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"MI, PBKS, RCB, RPS, RR",No,No
NS Naik,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,"KKR, PBKS",No,Yes
RR Pant,India,No,Batter,Right-hand,None,No,No,Yes,Yes,No,No,No,No,No,No,No,"DC, LSG",No,No
SW Billings,England,Yes,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,"CSK, DC, KKR",No,No
KC Cariappa,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"KKR, PBKS",No,Yes
PSP Handscomb,Australia,Yes,Wicketkeeper,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,RPS,No,Yes
Swapnil Singh,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"LSG, PBKS, RCB",No,No
J Yadav,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"DC, GT, MI",No,No
UT Khawaja,Australia,Yes,Batter,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,RPS,No,Yes
HM Amla,South Africa,Yes,Batter,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,PBKS,No,Yes
F Behardien,South Africa,Yes,All-Rounder,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,PBKS,No,Yes
BB Sran,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"MI, PBKS, RR, SRH",No,Yes
A Zampa,Australia,Yes,Bowler,Right-hand,Leg Spin,No,No,Yes,No,No,No,No,Yes,No,No,No,"RCB, RPS, RR, SRH",No,No
N Rana,India,No,Batter,Left-hand,Off Spin,No,No,Yes,No,No,No,No,Yes,No,No,No,"KKR, MI, RR",No,No
S Kaushik,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,GL,No,Yes
ER Dwivedi,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,GL,No,Yes
CJ Jordan,England,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,Yes,No,Yes,No,No,"CSK, MI, PBKS, RCB, SRH",No,No
TS Mills,England,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"MI, RCB",No,No
A Choudhary,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,RCB,No,Yes
BA Stokes,England,Yes,All-Rounder,Left-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"CSK, RPS, RR",No,No
JJ Roy,England,Yes,Batter,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,"DC, GL, KKR, SRH",No,No
Vishnu Vinod,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,"MI, RCB",No,No
Basil Thampi,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,Yes,No,Yes,No,No,"GL, MI, SRH",No,No
CR Woakes,England,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,Yes,No,Yes,No,No,"DC, KKR, RCB",No,Yes
RA Tripathi,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, KKR, RPS, RR, SRH",No,No
DL Chahar,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, MI, RPS",No,No
V Shankar,India,No,All-Rounder,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, DC, GT, SRH",No,No
Rashid Khan,Afghanistan,Yes,Bowler,Right-hand,Leg Spin,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,"GT, SRH",No,No
RD Chahar,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"MI, PBKS, RPS, SRH",No,No
LH Ferguson,New Zealand,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,Yes,No,Yes,No,No,"GT, KKR, PBKS, RCB, RPS",No,No
C de Grandhomme,New Zealand,Yes,All-Rounder,Right-hand,Medium Pace,No,No,No,No,No,Yes,No,No,Yes,No,No,"KKR, RCB",No,Yes
AF Milne,New Zealand,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"CSK, MI, RCB",No,No
S Badree,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"CSK, RCB, RR",No,Yes
Mohammad Nabi,Afghanistan,Yes,Bowler,Left-hand,Off Spin,No,No,Yes,No,No,No,No,Yes,No,No,No,"MI, SRH",No,No
AJ Tye,Australia,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,Yes,No,Yes,No,No,"GL, LSG, PBKS, RR",No,No
K Rabada,South Africa,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,Yes,No,Yes,No,No,"DC, GT, PBKS",No,No
Kuldeep Yadav,India,No,Bowler,Right-hand,Left-arm Wrist Spin,No,No,Yes,No,No,No,No,Yes,No,No,No,"DC, KKR",No,No
Washington Sundar,India,No,Bowler,Right-hand,Off Spin,No,No,Yes,No,No,No,No,Yes,No,No,No,"GT, RCB, RPS, SRH",No,No
DM Bravo,West Indies,Yes,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,KKR,No,Yes
AR Bawne,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,DC,No,Yes
SP Jackson,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,KKR,No,No
Ankit Soni,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,GL,No,Yes
TA Boult,New Zealand,Yes,Bowler,Right-hand,Fast,No,No,Yes,No,No,No,No,No,Yes,No,No,"DC, KKR, MI, RR, SRH",No,No
E Lewis,West Indies,Yes,Batter,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,"LSG, MI, RR",No,No
MA Wood,England,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,"CSK, LSG",No,No
RK Singh,India,No,Batter,Right-hand,None,No,No,Yes,Yes,No,Yes,No,No,No,No,No,KKR,No,No
DJM Short,Australia,Yes,All-Rounder,Right-hand,None,No,No,No,No,Yes,No,No,No,Yes,No,No,RR,No,Yes
K Gowtham,India,No,Bowler,Right-hand,Off Spin,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,"LSG, PBKS, RR",No,No
TK Curran,England,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"DC, KKR, RR",No,Yes
M Markande,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"MI, RR, SRH",No,No
B Stanlake,Australia,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"RCB, SRH",No,Yes
Mujeeb Ur Rahman,Afghanistan,Yes,Bowler,Right-hand,Off Spin,No,No,Yes,No,No,No,No,Yes,No,No,No,"MI, PBKS, SRH",No,No
A Dananjaya,Sri Lanka,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,Yes,No,No,No,MI,No,Yes
Shubman Gill,India,No,Batter,Left-hand,None,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,"GT, KKR",No,No
Shivam Mavi,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,Yes,No,Yes,No,No,KKR,No,No
Mohammed Siraj,India,No,Bowler,Right-hand,Fast,No,No,Yes,No,No,No,Yes,No,Yes,No,No,"GT, RCB, SRH",No,No
H Klaasen,South Africa,Yes,Wicketkeeper,Left-hand,None,No,No,Yes,Yes,No,No,No,No,No,No,No,"RCB, RR, SRH",No,No
RK Bhui,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,"DC, SRH",No,No
JC Archer,England,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,"MI, RR",No,No
PP Shaw,India,No,Wicketkeeper,Right-hand,None,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,DC,No,No
LE Plunkett,England,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,DC,No,Yes
Mustafizur Rahman,Bangladesh,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,Yes,No,Yes,No,No,"CSK, DC, MI, RR, SRH",No,No
AD Hales,England,Yes,Batter,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,SRH,No,Yes
MK Lomror,India,No,All-Rounder,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"RCB, RR",No,No
DR Shorey,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,CSK,No,Yes
MM Ali,England,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, KKR, RCB",No,No
M Prasidh Krishna,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,Yes,No,Yes,No,No,"GT, KKR, RR",No,No
P Chopra,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,RR,No,Yes
JPR Scantlebury-Searles,West Indies,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,KKR,No,Yes
Abhishek Sharma,India,No,All-Rounder,Right-hand,Medium Pace,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,"DC, SRH",No,No
IS Sodhi,New Zealand,Yes,Bowler,Right-hand,Leg Spin,No,No,No,No,No,No,No,Yes,No,No,No,RR,No,Yes
SO Hetmyer,West Indies,Yes,Batter,Right-hand,None,No,No,Yes,Yes,No,Yes,No,No,No,No,No,"DC, RCB, RR",No,No
S Dube,India,No,Batter,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, RCB, RR",No,No
Navdeep Saini,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"RCB, RR",No,No
JM Bairstow,England,Yes,Batter,Right-hand,None,No,No,Yes,Yes,Yes,No,No,No,No,No,No,"MI, PBKS, SRH",No,No
KMA Paul,New Zealand,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,DC,No,Yes
Rasikh Salam,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"DC, KKR, MI, RCB",No,No
N Pooran,West Indies,Yes,Wicketkeeper,Right-hand,None,No,No,Yes,Yes,No,No,No,No,No,No,No,"LSG, PBKS, SRH",No,No
P Ray Barman,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,RCB,No,Yes
SM Curran,England,Yes,All-Rounder,Right-hand,Medium Pace,No,No,Yes,No,No,No,Yes,No,Yes,No,No,"CSK, PBKS",No,No
GC Viljoen,South Africa,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,PBKS,No,Yes
Avesh Khan,India,No,Bowler,Right-hand,Fast,No,No,Yes,No,No,No,Yes,No,Yes,No,No,"DC, LSG, RCB, RR",No,No
S Lamichhane,Nepal,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,DC,No,Yes
HF Gurney,England,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,KKR,No,Yes
SD Lad,India,No,Batter,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,MI,No,Yes
AS Joseph,West Indies,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"GT, MI, RCB",No,No
R Parag,India,No,All-Rounder,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,RR,No,No
MJ Santner,New Zealand,Yes,All-Rounder,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, MI",No,No
JL Denly,England,Yes,Batter,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,KKR,No,Yes
LS Livingstone,England,Yes,All-Rounder,Left-hand,Medium Pace,No,No,Yes,Yes,No,No,No,No,Yes,No,No,"PBKS, RCB, RR",No,No
KK Ahmed,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, DC, SRH",No,No
AJ Turner,Australia,Yes,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,"LSG, RR",No,No
Harpreet Brar,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,PBKS,No,No
SE Rutherford,West Indies,Yes,Batter,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"DC, GT, RCB",No,No
Y Prithvi Raj,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,KKR,No,Yes
P Simran Singh,India,No,Batter,Right-hand,None,No,No,Yes,Yes,Yes,No,No,No,No,No,No,PBKS,No,No
JL Pattinson,Australia,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,MI,No,Yes
A Nortje,South Africa,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,Yes,No,Yes,No,No,"DC, KKR",No,No
D Padikkal,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,"LSG, RCB, RR",No,No
JR Philippe,Australia,Yes,Wicketkeeper,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,RCB,No,Yes
PK Garg,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,"DC, SRH",No,No
T Natarajan,India,No,Bowler,Left-hand,Fast,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,"DC, PBKS, SRH",No,No
YBK Jaiswal,India,No,Batter,Right-hand,None,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,RR,No,No
RD Gaikwad,India,No,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,Yes,No,CSK,No,No
Abdul Samad,India,No,Batter,Left-hand,Medium Pace,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,"LSG, SRH",No,No
KL Nagarkoti,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"DC, KKR",No,No
Ravi Bishnoi,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"LSG, PBKS",No,No
I Udana,Sri Lanka,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,RCB,No,Yes
CV Varun,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"KKR, PBKS",No,No
SS Cottrell,West Indies,Yes,Bowler,Left-hand,Fast,No,No,No,No,No,No,No,No,Yes,No,No,PBKS,No,Yes
Arshdeep Singh,India,No,Bowler,Left-hand,Fast,No,No,Yes,No,No,No,Yes,No,Yes,No,No,PBKS,No,No
Kartik Tyagi,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"GT, RR, SRH",No,No
N Jagadeesan,India,No,Wicketkeeper,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,"CSK, KKR",No,No
AT Carey,Australia,Yes,Wicketkeeper,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,DC,No,Yes
T Banton,England,Yes,Wicketkeeper,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,KKR,No,Yes
TU Deshpande,India,No,Bowler,Left-hand,Fast,No,No,Yes,No,No,No,Yes,No,Yes,No,No,"CSK, DC, RR",No,No
P Dubey,India,No,All-Rounder,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,"DC, PBKS",No,No
Shahbaz Ahmed,India,No,All-Rounder,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"LSG, RCB, SRH",No,No
DR Sams,Australia,Yes,All-Rounder,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"DC, MI, RCB",No,No
M Jansen,South Africa,Yes,All-Rounder,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"MI, PBKS, SRH",No,No
RM Patidar,India,No,Batter,Right-hand,None,No,No,Yes,Yes,No,No,No,No,No,No,No,RCB,No,No
KA Jamieson,New Zealand,Yes,All-Rounder,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"PBKS, RCB",No,No
M Shahrukh Khan,India,No,Batter,Right-hand,None,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,"GT, PBKS",No,No
JA Richardson,Australia,Yes,Bowler,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,"DC, PBKS",No,No
Lalit Yadav,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,DC,No,No
Virat Singh,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,SRH,No,Yes
FA Allen,West Indies,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,"MI, PBKS",No,No
C Sakariya,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"DC, KKR, RR",No,No
DJ Malan,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,PBKS,No,Yes
Anmolpreet Singh,India,No,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,"MI, SRH",No,No
KS Bharat,India,No,Wicketkeeper,Right-hand,None,Yes,No,No,No,No,No,No,No,No,No,No,"DC, RCB",No,No
Hassaranga,Sri Lanka,Yes,All-Rounder,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"RCB, RR",No,No
VR Iyer,India,No,Batter,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,KKR,No,No
AK Markram,South Africa,Yes,All-Rounder,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"LSG, PBKS, SRH",No,No
Tim David,Australia,Yes,Batter,Right-hand,None,No,No,Yes,Yes,No,Yes,No,No,No,No,No,"MI, RCB",No,No
T Shamsi,South Africa,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,"RCB, RR",No,Yes
NT Ellis,Australia,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, PBKS",No,No
TL Seifert,New Zealand,Yes,Batter,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,"DC, KKR",No,No
GD Phillips,New Zealand,Yes,All-Rounder,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,"RR, SRH",No,No
GHS Garton,England,Yes,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,RCB,No,Yes
RV Patel,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,DC,No,No
K Yadav,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,RR,No,No
Anuj Rawat,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,"RCB, RR",No,No
DP Conway,New Zealand,Yes,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,CSK,No,No
Tilak Varma,India,No,Batter,Left-hand,None,No,No,Yes,No,No,No,No,Yes,No,No,No,MI,No,No
R Powell,West Indies,Yes,Batter,Right-hand,None,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,"DC, KKR, RR",No,No
PBB Rajapaksa,Sri Lanka,Yes,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,Yes,No,PBKS,No,No
RA Bawa,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,"MI, PBKS",No,No
A Badoni,India,No,Batter,Right-hand,Medium Pace,No,No,Yes,No,No,Yes,No,No,Yes,No,No,LSG,No,No
PVD Chameera,Sri Lanka,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"DC, KKR, LSG",No,No
A Manohar,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,"GT, SRH",No,No
R Shepherd,West Indies,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"LSG, MI, RCB, SRH",No,No
DJ Willey,England,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"CSK, RCB",No,No
D Pretorius,South Africa,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,CSK,No,No
JM Sharma,India,No,Batter,Right-hand,None,No,No,Yes,Yes,No,No,No,No,No,No,No,"PBKS, RCB",No,No
VG Arora,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"KKR, PBKS",No,No
Mukesh Choudhary,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,CSK,No,No
Umran Malik,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,SRH,No,No
D Brevis,South Africa,Yes,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, MI",No,No
B Sai Sudharsan,India,No,Batter,Right-hand,None,No,No,Yes,Yes,No,No,No,No,No,No,No,GT,No,No
Ramandeep Singh,India,No,Batter,Right-hand,None,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,"KKR, MI",No,No
HE van der Dussen,South Africa,Yes,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,RR,No,No
SS Prabhudessai,India,No,Batter,Right-hand,None,No,No,Yes,No,No,No,No,No,No,No,No,RCB,No,No
Akash Deep,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"LSG, RCB",No,No
JR Hazlewood,Australia,Yes,Bowler,Right-hand,Fast,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, RCB",No,No
KR Sen,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,RR,No,No
Aman Hakim Khan,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,"DC, KKR",No,No
HR Shokeen,India,No,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,MI,No,No
Yash Dayal,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"GT, RCB",No,No
DJ Mitchell,New Zealand,Yes,All-Rounder,Right-hand,None,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, RR",No,No
Shashank Singh,India,No,Batter,Right-hand,None,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,"PBKS, SRH",No,No
B Indrajith,India,No,Batter,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,KKR,No,No
Harshit Rana,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,KKR,No,No
Mohsin Khan,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,Yes,No,Yes,No,No,LSG,No,No
Simarjeet Singh,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, SRH",No,No
M Theekshana,Sri Lanka,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"CSK, RR",No,No
AS Roy,England,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"KKR, MI",No,No
Fazalhaq Farooqi,Afghanistan,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"RR, SRH",No,No
K Kartikeya,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,"MI, RR",No,No
RP Meredith,Australia,Yes,Bowler,Right-hand,Medium Pace,No,No,No,No,No,No,No,No,Yes,No,No,"MI, PBKS",No,No
KS Sharma,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,LSG,No,No
T Stubbs,South Africa,Yes,Batter,Right-hand,None,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,"DC, MI",No,No
R Sanjay Yadav,India,No,Bowler,Right-hand,None,No,No,No,No,No,No,No,No,Yes,No,No,MI,No,No
A Tomar,India,No,Batter,Right-hand,None,No,No,No,No,Yes,No,No,No,No,No,No,KKR,No,No
PN Mankad,India,No,Batter,Right-hand,None,No,No,No,No,No,No,No,No,No,No,No,"LSG, PBKS",No,No
OC McCoy,West Indies,Yes,Bowler,Right-hand,Fast,No,No,No,No,No,No,No,No,Yes,No,No,RR,No,No
Sikandar Raza,Afghanistan,Yes,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,No,No,Yes,No,No,PBKS,No,No
Rahmanullah Gurbaz,Afghanistan,Yes,Batter,Right-hand,None,No,No,Yes,No,Yes,No,No,No,No,No,No,KKR,No,No
KR Mayers,West Indies,Yes,All-Rounder,Right-hand,Medium Pace,No,No,No,No,Yes,No,No,No,Yes,No,No,LSG,No,No
Mukesh Kumar,India,No,Bowler,Right-hand,Medium Pace,No,No,Yes,No,No,No,Yes,No,Yes,No,No,DC,No,No
